,0
6056,"mineral water,whole wheat rice,low fat yogurt"
6057,"shrimp,french fries"
6058,"shrimp,tomatoes,parmesan cheese,spaghetti,whole wheat rice,cereals,chocolate,fresh bread"
6059,"shrimp,spaghetti,vegetables mix,rice,escalope,cookies"
6060,grated cheese
6061,"milk,french fries,frozen smoothie"
6062,"herb & pepper,frozen vegetables,ground beef,mineral water,eggs,chocolate,hot dogs"
6063,green tea
6064,"olive oil,fresh bread"
6065,"spaghetti,whole wheat rice"
6066,chicken
6067,"yams,mineral water,french fries"
6068,"frozen vegetables,chocolate,olive oil,eggs"
6069,"mineral water,muffins"
6070,cookies
6071,"frozen vegetables,mineral water,milk,cake,french fries,champagne"
6072,"strawberries,tomato juice"
6073,"frozen vegetables,mineral water,cottage cheese,pancakes"
6074,champagne
6075,"mineral water,green tea"
6076,cookies
6077,"frozen vegetables,tomatoes,spaghetti,soup,energy bar,cake,french fries,brownies"
6078,"chocolate,herb & pepper,yams,avocado,olive oil,black tea,vegetables mix,eggs,honey,rice,green tea"
6079,"whole weat flour,tomato juice,mayonnaise"
6080,"yams,frozen smoothie,hot dogs"
6081,"spaghetti,mineral water"
6082,"shrimp,flax seed,light cream"
6083,olive oil
6084,"red wine,shrimp,ground beef,spaghetti,muffins,pancakes,eggs,honey,cookies,cottage cheese,magazines"
6085,"chocolate,french fries"
6086,"vegetables mix,nonfat milk,green grapes,cake,cookies,cottage cheese,brownies,fresh bread,green tea"
6087,"honey,light cream,frozen smoothie,tomato juice"
6088,"cake,carrots,cookies"
6089,escalope
6090,"frozen vegetables,milk,olive oil,almonds,green tea,french fries,frozen smoothie,protein bar"
6091,"burgers,frozen vegetables,mineral water,black tea,whole wheat rice,frozen smoothie"
6092,french fries
6093,eggs
6094,"butter,chocolate"
6095,cookies
6096,"frozen vegetables,ground beef,mineral water,flax seed,eggs,escalope,brownies"
6097,"oil,carrots,tomato juice"
6098,eggs
6099,"shrimp,frozen vegetables,mineral water,eggs,honey"
6100,"whole wheat pasta,milk"
6101,"herb & pepper,shrimp,ground beef,rice,cookies,babies food,tomato juice"
6102,"shrimp,eggs,strawberries,green tea"
6103,"turkey,cake,french fries"
6104,"mineral water,almonds,eggs,green tea"
6105,"herb & pepper,pepper,spaghetti,eggs"
6106,"tomatoes,salt,fresh bread"
6107,"pancakes,light mayo"
6108,"ground beef,chocolate,soup,cake,pancakes,cauliflower"
6109,hand protein bar
6110,"mineral water,chocolate,chicken,green tea"
6111,"turkey,tomato juice"
6112,"chocolate,ground beef,spaghetti,soup,milk,energy bar,cooking oil,toothpaste,zucchini"
6113,"soup,milk,honey"
6114,"turkey,green tea"
6115,"tomatoes,soup,cooking oil,extra dark chocolate"
6116,milk
6117,eggs
6118,"chocolate,ground beef,soup,energy drink,low fat yogurt"
6119,herb & pepper
6120,"herb & pepper,black tea,escalope"
6121,"eggs,chocolate"
6122,"cake,french fries"
6123,cookies
6124,mineral water
6125,"herb & pepper,champagne"
6126,ham
6127,"butter,flax seed,chicken,green tea,magazines"
6128,"burgers,almonds,eggs,french fries"
6129,"escalope,pasta,green tea"
6130,french fries
6131,"frozen vegetables,mineral water,soup,milk,whole wheat rice,cake,cereals,melons"
6132,"spaghetti,mineral water,eggs,light cream"
6133,"red wine,eggs,toothpaste"
6134,"milk,chicken,cider,eggs,chocolate,french fries,frozen smoothie,escalope,pancakes,low fat yogurt"
6135,"frozen vegetables,milk,green tea,magazines,low fat yogurt"
6136,"ham,ground beef,cake"
6137,"chocolate,french fries,hot dogs"
6138,"red wine,mineral water,milk,bug spray,green beans,french fries,magazines"
6139,"ham,ground beef,french wine,whole wheat rice"
6140,turkey
6141,"chocolate,spaghetti,olive oil,carrots"
6142,hot dogs
6143,"mineral water,olive oil"
6144,eggs
6145,"herb & pepper,red wine"
6146,"shrimp,pepper,chili"
6147,"chocolate,tomato sauce,soup,oil,french fries,cookies,fresh bread"
6148,"shrimp,spaghetti,soup,whole wheat rice,tomato juice"
6149,"chocolate,champagne,hot dogs"
6150,"burgers,spaghetti,mineral water,butter,salmon,nonfat milk,magazines,mayonnaise,green tea"
6151,"tomatoes,parmesan cheese,mineral water,eggs"
6152,"turkey,herb & pepper,mineral water,gluten free bar"
6153,"fresh tuna,red wine,mineral water,fromage blanc,eggs,cake,pet food,frozen smoothie,hot dogs,gluten free bar"
6154,"chocolate,almonds,whole wheat rice"
6155,"grated cheese,shrimp,mineral water,soup,milk,escalope,white wine"
6156,"grated cheese,energy bar"
6157,"shrimp,tomatoes,spaghetti,flax seed,salmon,cake,brownies"
6158,cookies
6159,"whole wheat pasta,pasta"
6160,"flax seed,chocolate,frozen smoothie,escalope,cookies"
6161,eggs
6162,"grated cheese,shrimp,frozen vegetables,tomatoes"
6163,"mineral water,eggs,protein bar,fresh bread,low fat yogurt"
6164,"ground beef,salmon"
6165,"chocolate,herb & pepper,ground beef,mineral water,soup,milk,french wine,chicken,pancakes,whole weat flour,clothes accessories,fresh bread"
6166,"ground beef,spaghetti,mineral water,milk,french wine,salmon,eggs"
6167,"frozen vegetables,spaghetti,mineral water,cooking oil"
6168,"ground beef,spaghetti,milk,chicken,eggs"
6169,strawberries
6170,"ground beef,mineral water,energy bar,bug spray"
6171,"chocolate,parmesan cheese,mineral water,eggs,champagne,white wine"
6172,cookies
6173,mineral water
6174,"shrimp,frozen vegetables,ground beef,vegetables mix,nonfat milk,chocolate"
6175,escalope
6176,mineral water
6177,"pepper,spaghetti,milk,olive oil,butter,chicken"
6178,"burgers,frozen vegetables,whole wheat pasta,spaghetti,mineral water,soup,bacon,eggs,light cream,cooking oil,chicken,body spray,pancakes"
6179,spaghetti
6180,escalope
6181,mineral water
6182,"milk,eggplant"
6183,"burgers,cake,french fries,hot dogs,low fat yogurt,green tea"
6184,yogurt cake
6185,"soda,white wine"
6186,salmon
6187,"turkey,eggs"
6188,"mineral water,eggs,chocolate"
6189,"turkey,frozen vegetables,ground beef,meatballs,energy bar,whole wheat rice,frozen smoothie"
6190,"grated cheese,cookies,melons"
6191,green beans
6192,"chocolate,whole wheat pasta,spaghetti,milk,salmon"
6193,"tomatoes,ground beef,spaghetti,energy bar"
6194,"burgers,almonds,eggs,chicken,light mayo"
6195,"mineral water,oil,toothpaste"
6196,grated cheese
6197,chocolate
6198,"green tea,salad,fresh bread"
6199,"burgers,ground beef,salmon,vegetables mix,eggs,chocolate"
6200,"burgers,eggs,babies food"
6201,escalope
6202,chutney
6203,"turkey,eggs"
6204,"burgers,frozen vegetables,eggs,cake"
6205,"french fries,hot dogs"
6206,"eggs,eggplant,cookies,brownies,low fat yogurt"
6207,frozen vegetables
6208,"chocolate,energy bar,almonds,cake,green tea"
6209,"turkey,champagne,salt"
6210,pickles
6211,"dessert wine,tomatoes,parmesan cheese,spaghetti"
6212,"meatballs,mint green tea"
6213,"mineral water,soup,mushroom cream sauce,low fat yogurt,honey"
6214,"mineral water,chocolate,eggs,rice,light mayo"
6215,"mineral water,milk,vegetables mix,brownies,fresh bread,low fat yogurt"
6216,"burgers,herb & pepper,mineral water,eggs,cake,frozen smoothie"
6217,brownies
6218,shrimp
6219,mineral water
6220,"grated cheese,low fat yogurt"
6221,"whole wheat pasta,spaghetti,milk,cider,eggs"
6222,"chocolate,yogurt cake"
6223,pancakes
6224,frozen smoothie
6225,mineral water
6226,gluten free bar
6227,"chocolate,mineral water"
6228,tomato juice
6229,grated cheese
6230,"ground beef,butter,flax seed,honey,green tea"
6231,"chocolate,muffins"
6232,"ground beef,pepper,milk,olive oil,butter,bug spray,green tea,chocolate,escalope"
6233,"tomatoes,mineral water,pancakes,whole weat flour,french fries"
6234,"tomatoes,mineral water,eggs,ketchup,corn,pancakes"
6235,escalope
6236,"eggs,low fat yogurt"
6237,"mineral water,chocolate,escalope"
6238,light mayo
6239,"soup,pet food,energy drink"
6240,"burgers,turkey,tomatoes,soup,milk,salmon,honey,green beans,whole weat flour,french fries,frozen smoothie,tomato juice"
6241,"turkey,burgers,frozen vegetables,spaghetti,olive oil,french wine,eggs,gums,pancakes,salt,green tea"
6242,"tomato sauce,spaghetti,tomato juice,fresh bread"
6243,"parmesan cheese,whole wheat pasta"
6244,"burgers,ground beef,spaghetti,mineral water,french fries,light mayo"
6245,"escalope,mushroom cream sauce"
6246,"milk,cider,cake,green tea"
6247,"cookies,mushroom cream sauce"
6248,"parmesan cheese,whole wheat pasta,french fries"
6249,"parmesan cheese,spaghetti,green grapes"
6250,"shrimp,gums"
6251,"mineral water,cookies"
6252,"eggs,whole wheat rice"
6253,eggs
6254,cookies
6255,chocolate
6256,"herb & pepper,frozen vegetables,ground beef,milk,whole wheat rice,eggplant,cookies,mushroom cream sauce,low fat yogurt"
6257,french fries
6258,"burgers,mineral water,eggs,green tea,low fat yogurt"
6259,"burgers,eggs,french fries"
6260,"chicken,green tea,chocolate"
6261,"cottage cheese,brownies,low fat yogurt"
6262,"spaghetti,meatballs,milk"
6263,"cookies,low fat yogurt"
6264,"chocolate,french fries,escalope"
6265,parmesan cheese
6266,escalope
6267,mint green tea
6268,"whole wheat pasta,milk,cereals,pancakes"
6269,"shrimp,carrots,ham,yogurt cake"
6270,"herb & pepper,mineral water"
6271,"milk,escalope,champagne,hot dogs,fresh bread"
6272,"vegetables mix,soda,frozen smoothie,hot dogs,cottage cheese,yogurt cake,tomato juice,fresh bread"
6273,"frozen vegetables,carrots,frozen smoothie"
6274,"shrimp,chocolate,almonds,pancakes"
6275,hot dogs
6276,"french fries,pancakes"
6277,"herb & pepper,ground beef,milk,olive oil,salmon,chili"
6278,"shrimp,frozen vegetables,tomatoes,spaghetti,soda,green tea"
6279,"burgers,milk"
6280,"ground beef,mineral water"
6281,"turkey,spaghetti,chocolate,milk,black tea,eggs,low fat yogurt"
6282,"soup,avocado,french fries,escalope,body spray"
6283,soup
6284,"mineral water,barbecue sauce"
6285,"mineral water,eggs"
6286,"pepper,spaghetti,mineral water,milk,salmon,chocolate,frozen smoothie,escalope,hot dogs,sparkling water"
6287,"ground beef,pepper,mineral water,chocolate,oil,chili,escalope"
6288,"tomatoes,spaghetti,whole wheat rice,frozen smoothie,yogurt cake"
6289,"herb & pepper,tomatoes,spaghetti,mineral water,chutney,eggs,cake,french fries"
6290,"burgers,red wine,ground beef,pepper,ham,fresh bread,low fat yogurt"
6291,"muffins,eggs"
6292,"muffins,pancakes"
6293,"frozen vegetables,mineral water,chocolate,french fries"
6294,"frozen vegetables,eggs,eggplant,yogurt cake,fresh bread"
6295,sandwich
6296,"burgers,spaghetti,mineral water,olive oil,pancakes,cake,ham,mint green tea,chocolate,french fries"
6297,"frozen vegetables,french fries,mashed potato"
6298,"cottage cheese,low fat yogurt"
6299,"mineral water,eggs"
6300,"fresh tuna,grated cheese,french wine,pancakes,eggs,cake,chicken,hot dogs"
6301,"turkey,ham,shrimp,tomatoes,whole wheat rice,carrots,green tea,yogurt cake,low fat yogurt"
6302,"eggs,pet food"
6303,"red wine,salmon"
6304,"flax seed,green tea"
6305,"mineral water,carrots"
6306,escalope
6307,"burgers,fresh tuna,tomatoes,fromage blanc"
6308,"honey,green tea,melons"
6309,"spaghetti,escalope"
6310,"burgers,tomatoes,whole wheat pasta,mineral water,chocolate,olive oil"
6311,"herb & pepper,frozen vegetables,ground beef,spaghetti,mineral water,soup,pancakes"
6312,"whole wheat pasta,butter,gums,cereals,body spray,green tea"
6313,"herb & pepper,ground beef,mineral water,milk,whole weat flour"
6314,"turkey,soup,milk,french wine,whole wheat rice,cookies"
6315,"frozen vegetables,mineral water,pancakes,whole wheat rice,french fries,cookies"
6316,"mineral water,mayonnaise"
6317,"shrimp,whole wheat rice,cake,champagne,pancakes,green tea"
6318,"avocado,butter,low fat yogurt,green tea"
6319,"mineral water,french fries,protein bar"
6320,"cake,yogurt cake,salad"
6321,"chutney,eggs,escalope"
6322,"spaghetti,mineral water,fromage blanc,french fries"
6323,babies food
6324,"spaghetti,milk,strong cheese,chocolate"
6325,"pickles,eggs"
6326,"spaghetti,vegetables mix,eggs,chocolate,escalope,mushroom cream sauce"
6327,frozen smoothie
6328,"whole wheat pasta,spaghetti,milk"
6329,"spaghetti,mineral water,chocolate,milk,olive oil,salmon,eggs,cooking oil,fresh bread"
6330,blueberries
6331,yogurt cake
6332,"chocolate,french fries,escalope"
6333,"burgers,milk,cooking oil,hot dogs"
6334,"mineral water,yogurt cake"
6335,"energy bar,energy drink"
6336,"ham,spaghetti,milk,muffins,frozen smoothie,hot dogs,low fat yogurt"
6337,"hot dogs,yogurt cake"
6338,"pickles,herb & pepper,vegetables mix,eggs,french fries"
6339,"escalope,pasta"
6340,"shrimp,frozen vegetables,cake,melons"
6341,"muffins,french fries,champagne,shallot"
6342,"frozen vegetables,ground beef,milk,chicken,fromage blanc,whole wheat rice,ketchup,hot dogs,brownies,light mayo"
6343,cooking oil
6344,french fries
6345,"burgers,whole wheat rice"
6346,energy bar
6347,olive oil
6348,frozen vegetables
6349,"tomato sauce,olive oil,gums,strawberries,low fat yogurt"
6350,mineral water
6351,"milk,escalope,champagne"
6352,"red wine,ground beef,tomato sauce,spaghetti,chocolate,escalope,low fat yogurt"
6353,"tomatoes,eggs"
6354,spinach
6355,mineral water
6356,"mineral water,whole wheat rice,frozen smoothie"
6357,"burgers,eggs"
6358,salad
6359,"herb & pepper,mineral water,milk,black tea"
6360,"burgers,mineral water,eggs,french fries,hot dogs,cottage cheese,brownies,gluten free bar,light mayo"
6361,"burgers,energy bar,whole wheat rice,bug spray,french fries,hot dogs,sparkling water,shampoo"
6362,"frozen vegetables,green grapes"
6363,"turkey,green tea"
6364,"herb & pepper,ground beef,pancakes,burger sauce,french fries"
6365,"soup,muffins,rice,cereals"
6366,"chocolate,cookies,light mayo"
6367,"milk,low fat yogurt"
6368,"ground beef,spaghetti,carrots,chocolate,frozen smoothie"
6369,"tomatoes,energy bar,vegetables mix,cottage cheese,pancakes,fresh bread"
6370,"chocolate,mineral water"
6371,"fresh tuna,mineral water,french wine,cereals"
6372,yogurt cake
6373,"protein bar,tomato juice,fresh bread,honey"
6374,"eggs,cooking oil,eggplant"
6375,"burgers,fresh tuna,milk,chicken,champagne,asparagus,white wine"
6376,"green tea,frozen smoothie"
6377,"turkey,mineral water"
6378,"burgers,energy bar,whole wheat rice,cake"
6379,"mineral water,chocolate,milk,pancakes,eggs"
6380,"avocado,energy bar"
6381,"tomatoes,spaghetti,mineral water,meatballs,salt"
6382,"burgers,spaghetti,milk,carrots,chocolate,pasta,green tea"
6383,"mineral water,cooking oil,extra dark chocolate,chocolate,escalope,brownies,fresh bread"
6384,"hot dogs,yogurt cake"
6385,"burgers,eggs,escalope"
6386,escalope
6387,whole weat flour
6388,tomatoes
6389,"grated cheese,chocolate,champagne,green tea"
6390,"energy bar,cake,chocolate,frozen smoothie,escalope"
6391,mineral water
6392,"frozen vegetables,tomatoes,ground beef,chocolate,soup,strawberries,pancakes"
6393,"turkey,chicken,honey"
6394,whole weat flour
6395,"chili,babies food"
6396,french fries
6397,"ground beef,milk,energy bar"
6398,mineral water
6399,"shrimp,cereals,green tea,hot dogs,fresh bread"
6400,"mineral water,soup,chicken,green tea"
6401,"french fries,energy drink"
6402,"burgers,milk,frozen smoothie,green tea"
6403,olive oil
6404,"turkey,grated cheese,frozen vegetables,avocado,carrots,hot dogs,green tea"
6405,"spaghetti,whole wheat rice,corn,champagne"
6406,escalope
6407,"tomatoes,ground beef,soup,french wine,strong cheese"
6408,"shrimp,mineral water,pancakes,yogurt cake,green tea"
6409,olive oil
6410,"olive oil,low fat yogurt"
6411,"spaghetti,meatballs,butter,almonds,chicken,fromage blanc,strong cheese,green beans"
6412,"frozen vegetables,mineral water,chicken,whole wheat rice"
6413,"frozen vegetables,eggs,honey,hot dogs,light mayo"
6414,energy drink
6415,"ham,whole wheat rice,melons,green tea"
6416,"french fries,cookies,shallot,hot dogs,green tea"
6417,"milk,energy drink"
6418,"turkey,pepper,yams,chicken,whole wheat rice,eggplant,green tea"
6419,"fresh tuna,tomatoes,pancakes,cake,gums,cereals,low fat yogurt"
6420,cookies
6421,"burgers,butter,carrots,chocolate,cookies"
6422,"turkey,grated cheese,soup,green tea"
6423,babies food
6424,vegetables mix
6425,"mineral water,cake,gums,chicken,french fries,hot dogs,energy drink"
6426,butter
6427,champagne
6428,frozen smoothie
6429,"ground beef,spaghetti,mineral water,milk,cottage cheese,low fat yogurt"
6430,"turkey,mineral water,salmon"
6431,"parmesan cheese,whole wheat rice"
6432,"parmesan cheese,chicken,magazines"
6433,escalope
6434,"eggs,fresh bread,green tea"
6435,"eggs,chocolate"
6436,"soup,milk,low fat yogurt"
6437,"burgers,shrimp,chocolate,milk,whole wheat rice,cooking oil,frozen smoothie,tomato juice,low fat yogurt"
6438,"turkey,burgers,shrimp,salmon,vegetables mix,burger sauce,oil,green tea,brownies,tomato juice"
6439,"dessert wine,mineral water,eggs,champagne,pancakes"
6440,cookies
6441,"black tea,green tea,light mayo"
6442,"grated cheese,herb & pepper,whole wheat pasta,pancakes,oil"
6443,frozen vegetables
6444,"tomatoes,parmesan cheese,vegetables mix,eggs,barbecue sauce,cookies"
6445,"shrimp,frozen vegetables,eggs,french fries,energy drink"
6446,"ham,red wine,spaghetti,mineral water,eggs,light mayo"
6447,green tea
6448,"red wine,mineral water,almonds,rice,green tea"
6449,"ground beef,cooking oil,toothpaste"
6450,"herb & pepper,ground beef,mineral water,flax seed"
6451,"cookies,hot dogs"
6452,"olive oil,butter,cake,cooking oil,cereals,pancakes,white wine,low fat yogurt"
6453,"frozen vegetables,milk,eggs,green tea"
6454,"frozen vegetables,mineral water,eggs"
6455,cake
6456,"frozen vegetables,meatballs,whole wheat rice,light cream"
6457,"chicken,energy drink"
6458,"pickles,mineral water,hand protein bar"
6459,"ham,tomatoes,mineral water,french fries,low fat yogurt"
6460,"turkey,burgers,eggs,french fries,shallot,energy drink,green tea"
6461,"burgers,french fries"
6462,"frozen vegetables,pepper,mineral water,chicken,strong cheese,chocolate,french fries"
6463,"turkey,whole wheat pasta,mineral water,rice,green tea,magazines"
6464,"frozen vegetables,french wine,salmon,pancakes,gums"
6465,olive oil
6466,"herb & pepper,mineral water,eggs,green tea"
6467,"fresh tuna,herb & pepper,shrimp,low fat yogurt"
6468,"frozen vegetables,green grapes,eggs,chocolate,zucchini"
6469,"turkey,pancakes,barbecue sauce,melons"
6470,"burgers,tomatoes,ground beef,spaghetti,mineral water,milk,cake,french fries,fresh bread,green tea"
6471,"turkey,burgers,grated cheese,herb & pepper,red wine,frozen vegetables,ground beef,mineral water,milk,cider,eggs,cake,escalope,cookies,low fat yogurt"
6472,"herb & pepper,frozen vegetables,cooking oil,chocolate"
6473,"turkey,burgers,fresh tuna,parmesan cheese,spaghetti,avocado,olive oil,chocolate,french fries"
6474,"chocolate,mushroom cream sauce"
6475,energy bar
6476,cookies
6477,"cake,french fries"
6478,"turkey,frozen vegetables,spaghetti,corn,zucchini"
6479,"spaghetti,french fries,green tea"
6480,"turkey,eggs,cake"
6481,"grated cheese,olive oil,eggs,oil,french fries,cottage cheese,pancakes,light mayo"
6482,cookies
6483,"parmesan cheese,rice,white wine"
6484,"chocolate,champagne,frozen smoothie,escalope"
6485,"herb & pepper,shrimp,pancakes,hot dogs,cottage cheese,fresh bread"
6486,"turkey,ham,mineral water,chocolate,milk,chicken,eggs,cake"
6487,"burgers,eggs"
6488,low fat yogurt
6489,"fresh tuna,french wine,cake,frozen smoothie"
6490,"pickles,spaghetti,cottage cheese"
6491,"shrimp,whole wheat pasta,cake,babies food,tomato juice"
6492,"whole wheat pasta,spaghetti,milk,nonfat milk,oil,cooking oil,hot dogs"
6493,spaghetti
6494,french fries
6495,"burgers,mineral water,milk,butter,eggs"
6496,"dessert wine,herb & pepper,mineral water,milk,black tea,salmon,honey,blueberries,burger sauce,extra dark chocolate,frozen smoothie"
6497,french fries
6498,energy bar
6499,"chocolate,frozen vegetables,ground beef,spaghetti,energy bar,green tea,escalope,pasta"
6500,"grated cheese,ground beef,mineral water,almonds,nonfat milk,pancakes,body spray,gluten free bar,light mayo"
6501,"parmesan cheese,french wine,cooking oil,low fat yogurt"
6502,"burgers,pickles,gums,french fries"
6503,french fries
6504,"herb & pepper,french fries,low fat yogurt"
6505,"mineral water,chocolate,soup"
6506,oil
6507,"spaghetti,mineral water,energy bar,light cream,zucchini"
6508,"tomatoes,chocolate,milk"
6509,"turkey,herb & pepper,ground beef,meatballs,pancakes"
6510,mineral water
6511,"eggs,green tea"
6512,"red wine,ground beef,mineral water,salmon,eggs,pet food"
6513,"chocolate,cider,vegetables mix,pancakes"
6514,"burgers,spaghetti,olive oil,muffins,pancakes,eggs,green tea,chocolate,low fat yogurt"
6515,"red wine,whole wheat pasta,spaghetti,mineral water,energy bar,black tea,french wine,cake,chocolate bread,brownies"
6516,cooking oil
6517,cookies
6518,escalope
6519,"red wine,tomatoes,spaghetti,mineral water,soup,blueberries"
6520,green tea
6521,"shrimp,frozen vegetables,parmesan cheese,ground beef,tomato sauce,spaghetti,mineral water,salmon,rice,clothes accessories,chocolate,champagne,frozen smoothie,fresh bread"
6522,"ground beef,pancakes,honey"
6523,"whole wheat pasta,mineral water,milk,chicken,magazines,mayonnaise"
6524,"mineral water,chocolate,soup,olive oil,low fat yogurt"
6525,"turkey,grated cheese,herb & pepper,frozen vegetables,spaghetti,mineral water,milk,eggs,gums,carrots,french fries,low fat yogurt"
6526,"spaghetti,mineral water,cake,cooking oil,chocolate"
6527,"chicken,eggs,whole wheat rice"
6528,"shrimp,milk,eggs,cake"
6529,"frozen vegetables,spaghetti,mineral water,cake,rice,zucchini"
6530,"spaghetti,eggs"
6531,"whole wheat rice,chicken,eggplant,green tea,french fries"
6532,energy drink
6533,"fromage blanc,eggs,yogurt cake"
6534,"chocolate,grated cheese,salmon,cooking oil"
6535,"burgers,almonds,eggs,frozen smoothie"
6536,"burgers,eggs,cookies"
6537,"chocolate,spaghetti,strawberries,green tea"
6538,"chicken,fromage blanc,energy drink"
6539,"spaghetti,mineral water,pancakes"
6540,"cake,cookies"
6541,french fries
6542,"shrimp,spaghetti,mineral water,french fries"
6543,"mineral water,chicken,strawberries"
6544,"soup,frozen smoothie,yogurt cake"
6545,spaghetti
6546,"herb & pepper,mineral water,almonds"
6547,"milk,eggs"
6548,"pickles,chocolate,soup,french fries"
6549,"parmesan cheese,frozen smoothie,mushroom cream sauce,cottage cheese,brownies,yogurt cake,green tea"
6550,"salmon,light cream,escalope,shallot,hot dogs,white wine"
6551,"burgers,frozen vegetables,tomatoes,corn,antioxydant juice,cookies"
6552,"grated cheese,shrimp,spaghetti,mineral water,olive oil,strong cheese,pancakes,green beans,frozen smoothie,cookies,energy drink"
6553,butter
6554,bacon
6555,"frozen vegetables,mineral water,carrots,french fries"
6556,"turkey,melons"
6557,"burgers,french wine,cake"
6558,"eggs,whole wheat rice,energy drink"
6559,"french fries,escalope,pasta,mushroom cream sauce"
6560,blueberries
6561,french fries
6562,"burgers,tomatoes,ground beef,mineral water,eggs,cake,green tea"
6563,"spaghetti,mineral water,whole wheat rice,cooking oil"
6564,"burgers,eggs,mushroom cream sauce,green tea"
6565,"spaghetti,mineral water,soup,olive oil,pancakes,whole wheat rice,light cream,green tea"
6566,"milk,pancakes,eggs"
6567,"ham,ground beef,mineral water,soup,cake"
6568,"turkey,grated cheese,spaghetti,whole wheat rice,carrots,green tea,low fat yogurt"
6569,"spaghetti,mineral water,vegetables mix,cake,frozen smoothie,cottage cheese,green tea"
6570,"whole wheat pasta,milk,green tea"
6571,eggs
6572,energy bar
6573,light cream
6574,"turkey,fresh tuna,mineral water,chicken,fromage blanc,honey,green tea"
6575,"butter,eggs"
6576,"shrimp,frozen vegetables,pepper,spaghetti,cake,chocolate,low fat yogurt"
6577,"mineral water,vegetables mix,barbecue sauce,eggplant,escalope"
6578,escalope
6579,"pepper,whole wheat rice"
6580,"mineral water,soup,milk,mashed potato,tomato juice,fresh bread,candy bars"
6581,"herb & pepper,shrimp,spaghetti"
6582,"chocolate,parmesan cheese"
6583,"burgers,whole wheat pasta,olive oil,green tea"
6584,"extra dark chocolate,green tea,cookies"
6585,eggs
6586,cottage cheese
6587,"tomatoes,parmesan cheese,milk,french wine,fresh bread"
6588,"shrimp,vegetables mix,cookies,mushroom cream sauce"
6589,"red wine,carrots,tomato juice"
6590,"chocolate,ground beef"
6591,"herb & pepper,mint green tea"
6592,french fries
6593,"fresh tuna,whole wheat pasta,pepper,mineral water,meatballs,milk,olive oil,chicken,bacon,cake,gums,pancakes,yogurt cake,tomato juice,magazines"
6594,"shrimp,ground beef,eggs"
6595,tomato juice
6596,"shrimp,frozen vegetables,avocado,frozen smoothie"
6597,"burgers,eggs,french fries,pancakes"
6598,mineral water
6599,"shrimp,milk,french fries"
6600,"cereals,french fries,light mayo"
6601,"eggs,cake,light mayo"
6602,"body spray,yogurt cake"
6603,"milk,cottage cheese"
6604,"vegetables mix,energy drink"
6605,mineral water
6606,"burgers,frozen vegetables,whole wheat pasta,milk,green tea"
6607,"grated cheese,yams,muffins,oil,protein bar"
6608,"ground beef,spaghetti,eggplant,green tea"
6609,brownies
6610,"whole wheat pasta,ground beef,mineral water,chocolate,eggs,hot dogs"
6611,"red wine,vegetables mix,mushroom cream sauce"
6612,brownies
6613,"chocolate,salmon,french fries,cookies,tomato juice"
6614,"chocolate,frozen vegetables,ground beef,mineral water,honey,energy drink,green tea"
6615,"turkey,mineral water,avocado,honey,green tea"
6616,"grated cheese,cookies"
6617,"ground beef,mineral water,eggs,soda,low fat yogurt"
6618,"chicken,whole wheat rice"
6619,pancakes
6620,whole wheat rice
6621,"chocolate,spaghetti,mineral water,soup,cottage cheese"
6622,"turkey,blueberries,white wine"
6623,"spaghetti,mineral water,body spray,protein bar"
6624,parmesan cheese
6625,"spinach,ketchup,pancakes,tomato juice,green tea"
6626,"clothes accessories,antioxydant juice,green tea"
6627,"red wine,mineral water,chocolate,butter,cereals,antioxydant juice,protein bar"
6628,"frozen vegetables,escalope"
6629,shrimp
6630,"burgers,mineral water,soup,cereals"
6631,"tomatoes,milk,whole wheat rice"
6632,"frozen vegetables,soup,milk,olive oil"
6633,"turkey,spinach,eggs"
6634,burgers
6635,extra dark chocolate
6636,chocolate
6637,ground beef
6638,escalope
6639,soda
6640,"ground beef,almonds"
6641,"burgers,eggs,frozen smoothie,body spray"
6642,"shrimp,spaghetti,energy bar"
6643,"spaghetti,french wine,salmon,frozen smoothie,cottage cheese"
6644,antioxydant juice
6645,"milk,cookies"
6646,"tomatoes,flax seed,escalope,mushroom cream sauce,pancakes,green tea"
6647,"mineral water,whole wheat rice,french fries,escalope,hot dogs,cottage cheese,pancakes,green tea"
6648,"spaghetti,muffins"
6649,"ham,muffins,eggs,french fries,cottage cheese,fresh bread"
6650,mineral water
6651,"eggs,white wine"
6652,"fresh tuna,ground beef,chocolate,butter,eggs,rice,chicken,green tea,french fries"
6653,"honey,zucchini"
6654,"chocolate,shrimp,cereals,champagne,green tea"
6655,champagne
6656,"gums,escalope,mushroom cream sauce"
6657,"turkey,grated cheese,mineral water,milk,butter,whole wheat rice"
6658,"spaghetti,soup,olive oil,cake,extra dark chocolate"
6659,"mineral water,rice,cottage cheese,pancakes"
6660,burgers
6661,"frozen vegetables,ground beef,mineral water,french wine,chutney,chicken,eggplant"
6662,"spaghetti,mineral water,french fries"
6663,"french fries,escalope"
6664,energy drink
6665,"grated cheese,whole wheat pasta,mineral water,chocolate,milk,olive oil,french wine"
6666,"chocolate,almonds,green grapes,eggs,cake,french fries,escalope"
6667,"milk,fresh bread"
6668,"frozen vegetables,tomatoes,parmesan cheese"
6669,escalope
6670,"parmesan cheese,french wine"
